,id,name,fans,性别,星座,出生日期,出生地,职业,更多外文名,更多中文名,家庭成员,imdb编号,生卒日期,去世日期
119,1009141,沈丹萍 Danping Shen,245,女,双鱼座,1960年02月19日,"中国,江苏,南京",演员,,,乌韦（夫）,,,
120,1009179,佟大为 Dawei Tong,4000,男,水瓶座,1979年02月03日,"中国,辽宁,抚顺",演员 / 配音 / 主持人,Da-Wei Tung,为为(昵称),关悦(妻),,,
121,1009280,哈罗德·兹瓦特 Harald Zwart,46,,巨蟹座,1965年07月01日,荷兰,导演 / 制片人 / 演员 / 编剧 / 副导演,Harald Johan Zwart (本名),,,,,
122,1009282,50分 50 Cent,419,男,巨蟹座,1975年07月06日,"美国,纽约,皇后区",演员 / 制片人 / 编剧 / 导演 / 配音,Curtis James Jackson III,5角 / 5毛,,,,
123,1009283,凯利·蕾莉 Kelly Reilly,6746,女,巨蟹座,1977年07月18日,"英国,萨里",演员,Keilly Reilly / Jessica Kelly Siobhán Reilly(本名),凯莉·蕾莉,Jack Reilly(父) / Kyle Baugher(夫),,,
124,1009298,康妮·尼尔森 Connie Nielsen,3597,女,巨蟹座,1965年07月03日,"丹麦,腓特烈港,埃灵",演员,Connie Inge-Lise Nielsen (本名),,,,,
125,1009367,伊恩·格雷 Iain Glen,2839,,巨蟹座,1961年06月24日,"英国,苏格兰,爱丁堡",演员,Ian Glen,伊恩·格伦,Susannah Harker(前妻),,,
126,1009368,迈克·泰森 Mike Tyson,395,,巨蟹座,1966年06月30日,"美国,纽约,布鲁克林",演员 / 配音 / 制片人,Michael Gerard Tyson (本名) / Kid Dynamite (昵称) / Iron Mike (昵称),泰森 / 拳王泰森,,,,
127,1009379,鲁珀特·格雷夫斯 Rupert Graves,7174,男,巨蟹座,1963年06月30日,"英国,英格兰,萨默塞特",演员 / 配音 / 导演 / 编剧,,鲁伯特·格雷夫斯 / 拉珀特·格雷夫斯 / 鲁佩特·格拉维斯,Mary Lousilla Graves(母) / Richard Harding Graves(父) / Susie Lewis(妻),,,
128,1009396,F·加里·格雷 F. Gary Gray,553,,巨蟹座,1969年07月17日,"美国,纽约",导演 / 制片人 / 演员,Felix Gary Gray (本名),,,,,
129,1009405,本尼迪克特·康伯巴奇 Benedict Cumberbatch,82273,男,巨蟹座,1976年07月19日,"英国,伦敦",演员 / 配音 / 制片人,Benedict Timothy Carlton Cumberbatch(本名),班尼狄·甘巴贝治(港) / 班奈狄克·康柏拜区(台) / 卷福(昵称) / 缺爷(昵称),婉达·范森(母) / 提摩西·卡尔顿(父) / Sophie Hunter(妻) / Christopher Carlton Cumberbatch(长子) / Hal Auden Cumberbatch(次子),,,
130,1009428,塔哈·拉希姆 Tahar Rahim,973,男,巨蟹座,1981年07月04日,"法国,贝尔福",演员,T. Rahim,塔哈尔·拉伊姆,莱拉·贝蒂 Leïla Bekhti(妻),,,
131,1009451,崔维斯·费米尔 Travis Fimmel,2016,男,巨蟹座,1979年07月15日,"澳大利亚,维多利亚,洛金顿",演员 / 导演 / 编剧,Rangi (昵称),特拉维斯·费美尔,,,,
132,1009467,吉姆·加菲根 Jim Gaffigan,81,,巨蟹座,1966年07月07日,"美国,印第安纳州,切斯特顿",演员 / 编剧 / 配音 / 制片人 / 导演,,,,,,
133,1009499,阿彼察邦·韦拉斯哈古 Apichatpong Weerasethakul,13130,男,巨蟹座,1970年07月16日,"泰国,曼谷",导演 / 编剧 / 剪辑 / 摄影 / 制片人,อภิชาติพงศ์ วีระเศรษฐกุล / Joe (昵称),阿比察邦·韦拉斯花古 / 阿比查邦·委拉斯塔库 / 阿彼察邦·韦拉斯哈古 / 阿比查邦·魏拉希沙可(台) / 阿披乍蓬·威拉社塔恭,,,,
134,1009507,阿齐瓦·高斯曼 Akiva Goldsman,113,,巨蟹座,1962年07月07日,"美国,纽约",编剧 / 导演 / 制片人 / 演员,Keevie (昵称),阿基瓦·戈德斯曼,,,,
135,1009519,米凯尔·哈弗斯特罗姆 Mikael Håfström,274,男,巨蟹座,1960年07月01日,"瑞典,斯科纳,隆德",导演 / 编剧 / 副导演 / 演员 / 制片人,Jan Mikael Håfström (本名) / Heffa (昵称),米凯尔·哈佛斯特朗姆 / 米卡埃尔·霍夫斯特伦,,,,
136,1009525,保罗·施拉德 Paul Schrader,1967,男,巨蟹座,1946年07月22日,"美国,密歇根州",编剧 / 导演 / 制片人 / 演员,Paul Joseph Schrader (本名),,,,,
137,1009551,沃利·菲斯特 Wally Pfister,499,男,巨蟹座,1961年07月08日,"美国,伊利诺伊,芝加哥",摄影 / 导演 / 制片人,Walter Pfister (本名),瓦雷·菲斯特 / 禾利·费斯达 / 禾利·费士打(港) / 瓦利·费思特(台),,,,
138,1009561,丹·吉尔罗伊 Dan Gilroy,578,男,巨蟹座,1959年06月24日,"美国,加利福尼亚,圣莫尼卡",编剧 / 导演 / 演员 / 制片人,Daniel Christopher Gilroy (本名),,Rene Russo(妻) / Tony Gilroy(兄) / Frank D. Gilroy(父) / Ruth Dorothy Gaydos(母),,,
139,1009796,爱万 Ai Wan,92,,巨蟹座,1977年07月07日,"中国,上海",演员 / 制片人,,,,,,
140,1009834,哈洛德·克卢瑟 Harald Kloser,17,,巨蟹座,1956年07月09日,"奥地利,福拉尔贝格州",音乐 / 编剧 / 制片人 / 演员,,哈洛德克罗瑟 / 哈拉德·克卢瑟,,,,
141,1009849,李敏镐 Min-ho Lee,11140,男,巨蟹座,1987年06月22日,"韩国,首尔",演员,이민호 / Lee Min Ho,李敏浩 / 李民浩,,,,
142,1009888,任贤齐 Richie Jen,2445,男,巨蟹座,1966年06月23日,"中国,台湾,彰化",演员 / 导演 / 配音 / 编剧,Xian Qi Ren (本名) / Xiao Chi (昵称) / Xiao Qi (昵称),小齐 / 任賢齊,Tina(妻) / Rati(女) / Cody(子),,,
143,1009889,崔西·莱茨 Tracy Letts,213,,巨蟹座,1965年07月04日,"美国,俄克拉荷马州,塔尔萨",演员 / 编剧 / 制片人,,,Carrie Coon (妻),,,
144,1010090,永濑正敏 Masatoshi Nagase,953,男,巨蟹座,1966年07月15日,"日本,宫崎",演员 / 配音 / 编剧 / 导演,ながせ まさとし,永瀬正敏,小泉今日子（前妻）,,,
145,1010208,王志文 Zhiwen Wang,16409,男,巨蟹座,1966年06月26日,"中国,上海",演员 / 配音,Wang Zhi Wen,无,陈坚红(妻),,,
146,1010282,凯文·范霍克 Kevin VanHook,5,男,巨蟹座,1965年06月24日,"美国,印第安纳州,印第安纳波利斯",视觉特效 / 导演 / 编剧 / 剪辑 / 演员,Kevin Van Hook / Kevin Vanhoo,,,,,
147,1010292,克里斯提诺·波顿 Cristiano Bortone,86,男,巨蟹座,1968年07月02日,"意大利,拉齐奥,罗马",制片人 / 导演 / 编剧 / 美术,,克里斯提诺·波顿,无,,,
148,1010449,池珍熙 Jin-hee Ji,2039,男,巨蟹座,1971年06月24日,韩国,演员 / 配音,지진희,,李秀妍(妻),,,
149,1010486,泰瑞斯·吉布森 Tyrese Gibson,1857,男,摩羯座,1978年12月30日,"美国,加利福尼亚州,洛杉矶,瓦宿舍",演员 / 编剧 / 制片人,Tyrese Darnell Gibson (本名),,,,,
150,1010504,袁泉 Quan Yuan,16008,,天秤座,1977年10月16日,"Hubei, China",演员 / 配音,Yolanda,,夏雨(夫),,,
151,1010507,加里·奥德曼 Gary Oldman,45615,男,白羊座,1958年03月21日,"英国,伦敦",演员 / 配音 / 制片人 / 导演 / 编剧,Gary Leonard Oldman(本名) / Gaz(昵称),加利·奥文 / 盖瑞·欧德曼 / 加里·奥尔德曼 / 加里·莱昂那德·奥德曼(本名) / 狗爹(昵称),Giselle Schmidt(妻) / 莱丝利·曼维尔(前妻) / 乌玛·瑟曼(前妻) / Alexandra Edenborough(前妻) / 唐雅·菲奥伦提诺(前妻),,,
152,1010508,休·杰克曼 Hugh Jackman,36094,男,天秤座,1968年10月12日,"澳大利亚,新南威尔士,悉尼",演员 / 制片人 / 配音,Hugh Michael Jackman(本名),晓治·积曼(港) / 狼叔(昵称),Deborra-Lee Furness(妻) / Oscar Maximillian(儿) / Ava Eliot(女),,,
153,1010509,布鲁斯·威利斯 Bruce Willis,22948,男,双鱼座,1955年03月19日,"德国,伊达尔-奥伯斯坦",演员 / 配音 / 制片人 / 编剧,Walter Bruce Willis(本名) / Bruno Radolini(昵称) / W.B. Willis(昵称),布斯·韦利士 / 布鲁斯·威利,黛米·摩尔(前妻) / 艾玛·赫明(妻),,,
154,1010532,贾登·史密斯 Jaden Smith,1346,,巨蟹座,1998年07月08日,"Los Angeles, California, USA",演员 / 配音,Jaden Christopher Syre Smith (本名),贾登·克里斯托弗·西瑞·史密斯,Will Smith(父亲) / Jada Pinkett Smith(母亲),,,
155,1010533,托比·凯贝尔 Toby Kebbell,1434,,巨蟹座,1982年07月09日,"英国,英格兰,约克郡,庞蒂弗拉克特",演员 / 配音,,,,,,
156,1010539,威廉·达福 Willem Dafoe,10529,男,巨蟹座,1955年07月22日,"美国,威斯康星州,阿普尔顿",演员 / 配音 / 制片人 / 编剧,William J. Dafoe (本名),威廉姆·达福,伊丽莎白-勒孔特(前女友) / 吉亚塔·科拉格兰蒂(妻),,,
157,1010545,琳达·卡德里尼 Linda Cardellini,4204,女,巨蟹座,1975年06月25日,"美国,加利福尼亚州,雷德伍德城",演员 / 配音,Linda Edna Cardellini (本名),,Steven Rodriguez(夫),,,
158,1010547,阿兰·卢克 Alan Ruck,139,男,巨蟹座,1956年07月01日,"美国,俄亥俄州克利夫兰市",演员,Alan D. Ruck (本名),,Mireille Enos（妻）,,,
159,1010556,唐纳德·萨瑟兰 Donald Sutherland,3979,男,巨蟹座,1935年07月17日,"加拿大,新不伦瑞克,圣约翰",演员 / 配音 / 制片人 / 编剧,Donald McNichol Sutherland (本名),,Kiefer Sutherland（子）,,,
160,1010576,罗伯特·克耐普 Robert Knepper,5325,男,巨蟹座,1959年07月08日,"美国,俄亥俄,弗里蒙特",演员 / 配音,Robert Lyle Knepper (本名) / Rob (昵称) / T-bag,罗伯特-内珀 / 茶包叔,Tory Herald(妻),,,
161,1010631,乔尔·埃哲顿 Joel Edgerton,2787,男,巨蟹座,1974年06月23日,"澳大利亚,新南威尔士,黑镇",演员 / 编剧 / 制片人 / 配音 / 导演,,祖尔艾哲顿（港译）,Nash Edgerton(兄),,,
162,1010833,谢天华 Michael Tse,2890,男,巨蟹座,1967年07月15日,中国香港,演员 / 配音 / 导演 / 音乐,Tin-Wah Tse,谢兴华(原名),李天恩(妻),,,
163,1010940,关颖 Terri Kwan,808,女,巨蟹座,1976年07月02日,"日本,木黑",演员,Ying Kuan / Ying Kwan,陈品颖(本名),陈国(父) / 蔡淑媛(母) / 陈姿颖(妹),,,
164,1011112,瞿颖 Ying Qu,1852,,巨蟹座,1971年07月02日,"中国,湖南,长沙",演员,Wing Kiu,李亚鹏(前男友) / 张亚东(前男友) / 罗中旭(前男友),李亚鹏(前男友) / 张亚东(前男友) / 罗中旭(前男友),,,
165,1011398,史可 Ke Shi,849,女,巨蟹座,1964年07月04日,"中国,湖北,枝江",演员,Coco (昵称),大史可,柯里泽(夫),,,
166,1011425,乔伊·奥布莱恩 Joey O'Bryan,0,男,巨蟹座,1972年06月27日,"美国,密西西比州,克里夫兰",编剧 / 副导演,,祖尔·奥拜恩,,,,
167,1011479,英达 Da Ying,1850,男,巨蟹座,1960年07月07日,"中国,北京",演员 / 导演 / 编剧,Ying Da / Danniel Ying,,巴图(大儿子) / 宋丹丹(前妻) / 英如镝(小儿子) / 梁欢(妻) / 英若诚(父) / 范荣康(岳父) / 谌容(岳母) / 吴世良(母),,,
168,1011513,文章 Zhang Wen,7925,男,巨蟹座,1984年06月26日,"中国,陕西,西安",演员 / 导演 / 编剧 / 制片人,无,小文(昵称),马伊琍(前妻),,,
169,1011562,刘涛 Tao Liu,8435,,巨蟹座,1978年07月12日,"中国,江西,南昌",演员 / 主持人 / 音乐,Tamia,刘一刀(花名),王珂(夫),,,
170,1011579,杨云溪 Yunxi Yang,250,女,巨蟹座,1992年07月18日,"中国,浙江,金华",演员,Lixiao Yang,晓晓 / 丽晓 / 杨丽晓,,,,
171,1011665,林妙可 Miaoke Lin,262,,巨蟹座,1999年07月01日,"中国,北京",演员 / 配音,milk,,,,,
172,1011935,马伊琍 Yili Ma,4293,女,巨蟹座,1976年06月29日,"中国,上海",演员 / 制片人,,马伊俐 / 马司令(昵称),文章(前夫),,,
173,1012140,洪秀儿 Su-a Hong,294,女,巨蟹座,1986年06月30日,韩国,演员,홍수아,洪秀雅,,,,
174,1012196,袁立 Li Yuan,1891,,巨蟹座,1972年07月12日,"中国,浙江,杭州",演员,徐威(前男友) / 于冬(前男友),袁莉(本名),梁太平(夫) / 林博文(前夫) / 赵岭(前夫),,,
175,1012350,黄宗英 Zongying Huang,316,女,巨蟹座,,"中国,北京",演员 / 编剧,,,程述尧(前夫) / 赵丹(前夫) / 冯亦代(夫),,1925年07月13日 至 2020年12月14日,
176,1012407,茅盾 Dun Mao,579,男,巨蟹座,,"中国,浙江,桐乡",编剧 / 音乐,Yanbing Shen (本名),沈德鸿(本名),沈永锡(父) / 陈爱珠(母) / 沈泽民(弟) / 孔德祉(妻) / 韦韬(子) / 沈霞(女) / 陈小曼(儿媳) / 萧逸(女婿),,1896年07月04日 至 1981年03月27日,
177,1012481,奥斯卡·伊萨克 Oscar Isaac,10523,男,双鱼座,1979年03月09日,"危地马拉,危地马拉城",演员 / 配音 / 制片人,Oscar Isaac Hernandez  / Óscar Isaac Hernández Estrada(本名),奥斯卡·伊萨克·赫尔南德斯(本名) / 奥斯卡依撒(港),Elvira Lind(妻),,,
178,1012533,克里斯汀·斯图尔特 Kristen Stewart,46525,女,白羊座,1990年04月09日,"美国,加利福尼亚州,洛杉矶",演员 / 导演 / 编剧 / 配音,Kristen Jaymes Stewart(本名) / KStew(昵称) / Kris(昵称),姬丝汀·史超域(港) / 克莉丝汀·史都华(台) / 克莉丝汀·斯图尔特,John Stewart(父) / Jules Mann Stewart(母) / Cameron Stewart (哥) / Stella Maxwell(前女友),,,
179,1012563,张学友 Jacky Cheung,12836,男,巨蟹座,1961年07月10日,中国香港,演员 / 配音 / 音乐,Jacky Cheung Hok Yau (本名),歌神(昵称) / 学友(昵称) / 七仔(昵称) / 友友(昵称),罗美薇(妻),,,
180,1012608,弗兰茨·卡夫卡 Franz Kafka,578,男,巨蟹座,,"捷克,布拉格",编剧,,卡夫卡,,,1883年07月03日 至 1924年06月03日,
181,1012646,张艾嘉 Sylvia Chang,16223,,巨蟹座,1953年07月21日,"中国台湾,嘉义",演员 / 导演 / 编剧 / 制片人 / 配音,Ai-chia Chang(本名),张爱嘉(曾用名),刘幼林(前夫) / 王靖雄(夫),,,
182,1012699,陈惠敏 Wai-Man Chan,1194,,巨蟹座,1946年07月10日,中国香港,演员 / 导演 / 配音 / 制片人 / 副导演,,,,,,
183,1012937,秦汉 Han Chin,1125,男,金牛座,1946年04月24日,"中国,上海",演员 / 导演,Alan Chin / Sun Ke / Han Qin,孙祥钟(本名) / 康凯(艺名) / 孙戈(艺名),孙元良(父) / 孙国豪(子),,,
184,1013705,姜大卫 David Chiang,4388,男,巨蟹座,1947年06月29日,"中国,江苏,苏州",演员 / 导演 / 制片人 / 编剧,John Chiang,姜伟年(本名),秦沛(哥) / 尔冬升(弟) / 李琳琳(妻) / 曹永廉(女婿) / 严化(父) / 红薇(母) / 尔光(继父) / 姜卓文(子),,,
185,1013760,杰森·贝特曼 Jason Bateman,3638,男,摩羯座,1969年01月14日,"美国,纽约,黑麦",演员 / 导演 / 配音 / 制片人,Jason Kent Bateman (本名),,阿曼达·安卡(妻) / 肯特·贝特曼(父),,,
186,1013770,杰瑞米·雷纳 Jeremy Renner,17844,男,摩羯座,1971年01月07日,"美国,加利福尼亚,莫德斯托",演员 / 配音,Jeremy Lee Renner(本名) / Renni(昵称),吉瑞米·伦奈 / 谢诺美·维纳(港),Ava Berlin Renner(女) / Sonni Pacheco(前妻),,,
187,1013782,彭于晏 Eddie Peng,31302,,白羊座,1982年03月24日,"中国台湾,澎湖",演员,Yu-yan Peng / Yuyen Peng / Eddie,狗狗 （别名） / 艾迪 （别名） / 晏晏（别名）,,,,
188,1013842,安婕·特拉乌 Antje Traue,2534,女,摩羯座,1981年01月18日,"德国,米特韦达",演员,,安洁·塔如,,,,
189,1013863,娜塔莎·迈尔兹 Natassia Malthe,417,女,摩羯座,1974年01月19日,"挪威,奥斯陆",演员,Linn Natassia Malthe (本名) / Nadi (昵称),,,,,
190,1013888,斯坦·李 Stan Lee,7423,男,摩羯座,,"美国,纽约",编剧 / 演员 / 制片人 / 配音 / 导演,Stanley Martin Lieber (本名) / The Man (昵称),,Joan Boocock Lee(妻),,1922年12月28日 至 2018年11月12日,
191,1013889,蕾奥娜·维埃拉 Leonor Varela,758,女,摩羯座,1972年12月29日,"智利,圣地亚哥",演员 / 制片人,Leonor Varela Palma (本名) / Leo (昵称),莱昂·维埃拉,Lucas Akoskin(夫),,,
192,1013899,莉莉·沃卓斯基 Lilly Wachowski,7489,女,摩羯座,1967年12月29日,"美国,伊利诺伊州,芝加哥",编剧 / 制片人 / 导演 / 演员 / 其它,Andrew Paul Wachowski (本名),安迪·沃卓斯基 / 安迪·华卓斯基 / 安迪·华高斯基(港) / 安迪·华卓斯基(台) / 安迪·瓦霍夫斯基,拉娜·沃卓斯基(姐),,,
193,1013907,安东尼·福奎阿 Antoine Fuqua,1062,男,摩羯座,1966年01月19日,"美国,宾夕法尼亚州,匹兹堡",导演 / 制片人 / 演员,,安托万·福奎阿,,,,
194,1013912,罗伯特·舒瓦兹曼 Robert Schwartzman,278,男,摩羯座,1982年12月24日,"美国,加利福尼亚州,洛杉矶",演员 / 导演 / 编剧 / 音乐,Robert Coppola Schwartzman (本名),罗伯特·斯沃兹曼,,,,
195,1013981,菲丽希缇·琼斯 Felicity Jones,10135,女,天秤座,1983年10月17日,"英国,西米德兰,伯明翰",演员 / 配音,Felicity Rose Hadley Jones(全名),费莉西蒂·琼斯,Charles Guard(夫) / Michael Hadly(叔叔),,,
196,1014003,戴夫·巴蒂斯塔 Dave Bautista,1564,男,摩羯座,1969年01月18日,"美国,华盛顿哥伦比亚特区",演员 / 配音,Kahn (昵称) / Deacon Batista (昵称) / The Animal (昵称) / DJ (昵称) / David Michael Bautista Jr. (本名) / Dave Batista / Deacon Bautista (昵称),,,,,
197,1014195,王颖 Wayne Wang,2045,男,摩羯座,1949年01月12日,中国香港,导演 / 制片人 / 编剧 / 剪辑,,,缪骞人(妻),,,
198,1014212,何超仪 Josie Ho,2316,,摩羯座,1974年12月26日,中国香港,演员 / 配音 / 制片人,Josephine Ho (本名),何超(艺名),陈子聪(夫) / 何超琼(姐),,,
199,1014295,孙艺珍 Ye-jin Son,39777,女,摩羯座,1982年01月11日,"韩国,大邱",演员 / 配音,손예진(原名) / Son Ye-jin / Ye-jin Shon / 손언진(本名) / Son Eon Jin(原名),孙言珍(原名) / 孙艺真 / 孙彦真,玄彬(夫),,,
200,1014327,凯利·阿斯博瑞 Kelly Asbury,26,男,摩羯座,,"美国,得克萨斯州,博蒙特",导演 / 配音 / 编剧 / 美术,Kelly A. Asbury / Kelly Adam Asbury,,,,1960年01月15日 至 2020年06月26日,
201,1014332,卢燕 Lisa Lu,1111,女,摩羯座,1927年01月19日,"中国,北京",演员 / 制片人 / 配音,Yen Chun Lu (本名),卢燕卿 / 卢燕春,,,,
202,1014473,玉木宏 Hiroshi Tamaki,12676,男,摩羯座,1980年01月14日,"日本,爱知,名古屋",演员 / 配音 / 编剧,Tamaki Hiroshi / たまき ひろし(假名),究极美男(昵称) / 千秋王子(别名) / 玉木大人(昵称) / 玉爷(昵称) / 宏爷(昵称),木南晴夏(妻),,,
203,1014501,言承旭 Jerry Yan,2720,,摩羯座,1977年01月01日,"中国,台湾",演员,,廖洋震(本名),林志玲(前女友),,,
204,1014518,尹素怡 So-yi Yoon,203,女,摩羯座,1985年01月05日,韩国,演员,윤소이 / Soy Yoon / So-yi Mun,文索怡,,,,
205,1014618,俞飞鸿 Faye Yu,17436,女,摩羯座,1971年01月15日,"中国,浙江,杭州",演员 / 制片人 / 配音 / 导演 / 剪辑,Feihong Yu,飞哥(昵称),俞飞雁(姐),,,
206,1014686,金镇雅 Gina Kim,27,女,摩羯座,1973年12月31日,"韩国,首尔",导演 / 编剧 / 制片人 / 摄影 / 选角,김진아,金真亚,,,,
207,1014716,庄文强 Felix Chong,2688,男,摩羯座,1968年01月01日,中国香港,编剧 / 导演 / 演员 / 制片人,Chong Man Keung / Felix Chong Man Keung,,,,,
208,1014738,释小龙 Siu Lung Sik,1567,男,摩羯座,1988年01月06日,"中国,河南,郑州",演员 / 导演,Ashton Chen Xiao-Long (本名),陈小龙(本名),何洁(前女友),,,
209,1014743,张孝全 Joseph Chang,10116,男,摩羯座,1983年12月28日,"中国,台湾",演员 / 配音 / 编剧,Hsiao-chuan Chang / Joseph Chang Hsiao-Chuan / Xiaoquan Zhang,,徐怀钰(前女友),,,
210,1014781,陆毅 Yi Lu,2596,,摩羯座,1976年01月06日,"中国,上海",演员,LU YI,,鲍蕾(妻),,,
211,1015115,张国立 Guoli Zhang,3756,男,摩羯座,1955年01月17日,"中国,天津",演员 / 导演 / 制片人 / 配音 / 主持人,Zhang Guoli,,邓婕(妻) / 张默(子) / 罗秀春(前妻),,,
212,1015143,钱升玮 Wellson Chin,109,男,摩羯座,1957年01月01日,中国香港,导演 / 演员 / 制片人 / 副导演 / 编剧,Sing Wai Chin / Shengwei Qian,钱良（本名）,钱似莺（祖母），洪金宝（表哥）,,,
213,1015152,休·洛夫廷 Hugh Lofting,3,男,摩羯座,,"英国,伯克希尔,梅登黑德",编剧,,,,,1886年01月14日 至 1947年09月26日,
214,1015186,孔琳 Lin Kong,727,女,摩羯座,1969年01月05日,"中国,浙江,杭州",演员,Kong Lin / Kong Lín,孔林,耿乐(前男友),,,
215,1015199,陶虹 Hong Tao,6984,女,摩羯座,1972年01月15日,"中国,江苏,无锡",演员 / 制片人 / 配音 / 其它,Young Tao Hong(昵称),小陶虹,徐峥(夫),,,
216,1015236,伍佰 Wu Bai,1975,,摩羯座,1968年01月14日,台北，新店,演员 / 音乐 / 编剧,Jun-Lin Wu (本名),吴俊霖(本名),,,,
217,1015315,柿原彻也 Tetsuya Kakihara,419,,摩羯座,1982年12月24日,"德国,杜塞尔多夫",配音 / 演员,てつや かきはら,柿原彻也,,,,
